date,day,team_1,team_2,number,winner,gb,score_diff,평균기온(°C),일강수량(mm),평균 상대습도(%),합계 일조시간(hr),이산화질소,일산화탄소,아황산가스,오존등급_num,NO2등급_num,전운량등급_num,sales
2025-08-27,수,두산,삼성,0.8925473684210526,삼성,14.5,-13,26.7,0.0,73.8,2.6,0.0149,0.37,0.0015,2,1,2,85.5
2025-08-28,목,키움,한화,0.9555661729574773,한화,4.5,-6,28.3,0.0,72.9,3.0,0.0164,0.34,0.001,2,1,3,73.54
2025-08-28,목,SSG,KIA,0.7753478260869565,KIA,17.0,-4,28.3,0.0,72.9,3.0,0.0164,0.34,0.001,2,1,3,50.75
2025-08-28,목,롯데,KT,0.7050204081632653,롯데,14.0,1,28.3,0.0,72.9,3.0,0.0164,0.34,0.001,2,1,3,65.5
2025-08-28,목,NC,LG,0.4308972503617945,LG,0.0,-1,28.3,0.0,72.9,3.0,0.0164,0.34,0.001,2,1,3,58.25
2025-08-28,목,두산,삼성,0.9737263157894737,두산,21.0,1,28.3,0.0,72.9,3.0,0.0164,0.34,0.001,2,1,3,114.5
2025-08-29,금,KT,KIA,1.0,KIA,16.0,-9,29.0,32.2,82.0,4.3,0.0123,0.21,0.0021,1,1,2,65.2
2025-08-29,금,SSG,NC,0.5003913043478261,SSG,13.5,8,29.0,32.2,82.0,4.3,0.0123,0.21,0.0021,1,1,2,46.2
2025-08-29,금,롯데,두산,0.7948163265306123,두산,20.0,-6,29.0,32.2,82.0,4.3,0.0123,0.21,0.0021,1,1,2,56.4
2025-08-29,금,한화,삼성,0.849702604088569,삼성,14.5,-2,29.0,32.2,82.0,4.3,0.0123,0.21,0.0021,1,1,2,52.96
2025-08-29,금,LG,키움,0.9360421052631579,키움,36.5,-1,29.0,32.2,82.0,4.3,0.0123,0.21,0.0021,1,1,2,98.8
2025-08-30,토,KT,KIA,1.0,KT,15.0,6,28.4,23.9,81.1,5.8,0.0129,0.23,0.0005,1,1,2,81.6
2025-08-30,토,SSG,NC,0.8890869565217391,NC,16.0,-10,28.4,23.9,81.1,5.8,0.0129,0.23,0.0005,1,1,2,50.0
2025-08-30,토,롯데,두산,0.925265306122449,롯데,14.5,0,28.4,23.9,81.1,5.8,0.0129,0.23,0.0005,1,1,2,59.8
2025-08-30,토,한화,삼성,0.849702604088569,삼성,14.5,-4,28.4,23.9,81.1,5.8,0.0129,0.23,0.0005,1,1,2,54.76
2025-08-30,토,LG,키움,1.0,LG,0.0,1,28.4,23.9,81.1,5.8,0.0129,0.23,0.0005,1,1,2,89.6
2025-08-31,일,KT,KIA,1.0,KT,14.0,1,28.5,0.0,75.3,5.9,0.0105,0.24,0.0007,1,1,2,46.2
2025-08-31,일,SSG,NC,0.5708260869565217,SSG,13.5,2,28.5,0.0,75.3,5.9,0.0105,0.24,0.0007,1,1,2,29.6
2025-08-31,일,롯데,두산,0.8306122448979592,롯데,13.5,4,28.5,0.0,75.3,5.9,0.0105,0.24,0.0007,1,1,2,39.8
2025-08-31,일,한화,삼성,0.849702604088569,삼성,13.5,-2,28.5,0.0,75.3,5.9,0.0105,0.24,0.0007,1,1,2,30.98
2025-08-31,일,LG,키움,0.9474947368421053,키움,36.5,-1,28.5,0.0,75.3,5.9,0.0105,0.24,0.0007,1,1,2,54.4
2025-09-02,화,한화,KIA,0.8362073274353976,한화,5.5,18,26.0,0.0,74.6,9.1,0.0104,0.3,0.0029,2,1,1,34.38
2025-09-02,화,LG,롯데,1.0,LG,0.0,1,26.0,0.0,74.6,9.1,0.0104,0.3,0.0029,2,1,1,64.6
2025-09-02,화,KT,NC,0.3588235294117647,NC,16.0,-5,26.0,0.0,74.6,9.1,0.0104,0.3,0.0029,2,1,1,30.4
2025-09-02,화,SSG,키움,0.4831304347826087,SSG,13.5,5,26.0,0.0,74.6,9.1,0.0104,0.3,0.0029,2,1,1,27.8
2025-09-03,수,KT,롯데,0.7973262032085562,KT,14.5,1,27.6,0.0,67.5,9.5,0.0169,0.37,0.003,2,1,2,42.0
2025-09-03,수,한화,NC,0.849702604088569,한화,5.0,1,27.6,0.0,67.5,9.5,0.0169,0.37,0.003,2,1,2,42.22
2025-09-03,수,KIA,SSG,0.7057560975609756,SSG,13.0,-1,27.6,0.0,67.5,9.5,0.0169,0.37,0.003,2,1,2,13.95
2025-09-03,수,삼성,키움,0.93525,키움,37.0,-1,27.6,0.0,67.5,9.5,0.0169,0.37,0.003,2,1,2,41.78
2025-09-04,목,KT,LG,0.664385026737968,LG,0.0,-2,25.8,44.2,82.1,3.1,0.013,0.28,0.0026,2,1,2,63.75
2025-09-04,목,NC,두산,0.2412717076700434,두산,21.0,-9,25.8,44.2,82.1,3.1,0.013,0.28,0.0026,2,1,2,58.25
2025-09-05,금,SSG,롯데,0.9360434782608695,SSG,13.0,2,27.9,0.0,68.5,7.9,0.0153,0.3,0.0021,2,1,1,57.75
2025-09-05,금,NC,두산,0.29802821997105644,두산,20.5,-6,27.9,0.0,68.5,7.9,0.0153,0.3,0.0021,2,1,1,61.25
2025-09-05,금,삼성,키움,1.0,삼성,14.5,5,27.9,0.0,68.5,7.9,0.0153,0.3,0.0021,2,1,1,77.3
2025-09-06,토,삼성,한화,1.0,한화,5.0,-3,26.8,36.1,86.6,1.2,0.0134,0.29,0.0021,2,1,3,82.05
2025-09-06,토,NC,KIA,0.6801736613603473,KIA,18.5,-4,26.8,36.1,86.6,1.2,0.0134,0.29,0.0021,2,1,3,62.75
2025-09-07,일,삼성,한화,1.0,삼성,14.0,1,25.3,0.2,77.5,1.7,0.0074,0.31,0.0021,2,1,2,56.54
2025-09-07,일,NC,KIA,0.5017637481910275,NC,17.5,1,25.3,0.2,77.5,1.7,0.0074,0.31,0.0021,2,1,2,41.0
2025-09-07,일,LG,SSG,1.0,SSG,12.0,-4,25.3,0.2,77.5,1.7,0.0074,0.31,0.0021,2,1,2,68.0
2025-09-09,화,롯데,한화,0.7391428571428571,한화,4.0,-8,23.7,0.0,71.9,1.0,0.0181,0.44,0.0023,2,1,2,31.2
2025-09-09,화,키움,LG,0.8822861920688008,키움,36.5,9,23.7,0.0,71.9,1.0,0.0181,0.44,0.0023,2,1,2,41.82
2025-09-09,화,KT,두산,0.655187165775401,KT,14.0,7,23.7,0.0,71.9,1.0,0.0181,0.44,0.0023,2,1,2,30.4
2025-09-10,수,롯데,한화,0.8984081632653061,한화,4.0,-13,24.8,0.0,61.1,11.9,0.0185,0.37,0.0022,1,1,1,45.0
2025-09-10,수,두산,LG,0.7518315789473684,LG,0.0,-4,24.8,0.0,61.1,11.9,0.0185,0.37,0.0022,1,1,1,85.5
2025-09-10,수,NC,SSG,0.2041425470332851,NC,17.0,1,24.8,0.0,61.1,11.9,0.0185,0.37,0.0022,1,1,1,42.0
2025-09-10,수,KIA,삼성,0.4777073170731707,KIA,18.0,4,24.8,0.0,61.1,11.9,0.0185,0.37,0.0022,1,1,1,13.95
2025-09-11,목,LG,KT,0.8725052631578948,KT,13.5,-2,25.8,0.0,57.6,11.8,0.0187,0.35,0.0022,1,1,1,114.5
2025-09-11,목,KIA,롯데,0.46897560975609753,롯데,15.5,-1,25.8,0.0,57.6,11.8,0.0187,0.35,0.0022,1,1,1,20.45
2025-09-11,목,키움,NC,0.42015050167224083,키움,36.0,3,25.8,0.0,57.6,11.8,0.0187,0.35,0.0022,1,1,1,73.54
2025-09-11,목,삼성,SSG,1.0,SSG,11.5,-4,25.8,0.0,57.6,11.8,0.0187,0.35,0.0022,1,1,1,60.79
2025-09-12,금,KIA,두산,0.46912195121951217,KIA,17.5,1,23.9,6.8,68.8,0.3,0.0164,0.31,0.0021,2,1,3,24.05
2025-09-13,토,LG,KIA,1.0,KIA,16.5,-3,23.3,63.7,81.0,6.026020408163265,0.0114,0.23,0.002,2,1,3,112.0
2025-09-13,토,삼성,KT,1.0,KT,12.5,-2,23.3,63.7,81.0,6.026020408163265,0.0114,0.23,0.002,2,1,3,82.05
2025-09-13,토,NC,두산,0.5724493487698987,NC,16.0,2,23.3,63.7,81.0,6.026020408163265,0.0114,0.23,0.002,2,1,3,62.75
2025-09-13,토,롯데,SSG,0.925265306122449,롯데,14.5,1,23.3,63.7,81.0,6.026020408163265,0.0114,0.23,0.002,2,1,3,74.75
2025-09-13,토,한화,키움,0.849702604088569,한화,2.5,5,23.3,63.7,81.0,6.026020408163265,0.0114,0.23,0.002,2,1,3,68.45
2025-09-14,일,LG,KIA,1.0,LG,0.0,14,24.8,0.0,72.0,5.7,0.0119,0.28,0.0021,2,1,2,68.0
2025-09-14,일,삼성,KT,1.0,삼성,14.5,4,24.8,0.0,72.0,5.7,0.0119,0.28,0.0021,2,1,2,56.54
2025-09-14,일,NC,두산,0.5296219247467439,NC,16.0,6,24.8,0.0,72.0,5.7,0.0119,0.28,0.0021,2,1,2,41.0
2025-09-14,일,한화,키움,0.849702604088569,키움,36.0,-3,24.8,0.0,72.0,5.7,0.0119,0.28,0.0021,2,1,2,38.72
2025-09-15,월,한화,키움,0.849702604088569,한화,3.0,1,25.7,0.0,71.6,9.4,0.0202,0.38,0.0021,2,1,1,24.38
2025-09-16,화,KIA,한화,0.4486341463414634,한화,3.0,-10,23.7,17.5,86.8,0.7,0.0272,0.44,0.0022,1,1,2,10.11
2025-09-16,화,KT,LG,0.613957219251337,LG,0.0,-4,23.7,17.5,86.8,0.7,0.0272,0.44,0.0022,1,1,2,30.4
2025-09-16,화,삼성,롯데,1.0,삼성,14.5,2,23.7,17.5,86.8,0.7,0.0272,0.44,0.0022,1,1,2,32.02
2025-09-16,화,NC,SSG,0.2326790882778582,SSG,12.0,-4,23.7,17.5,86.8,0.7,0.0272,0.44,0.0022,1,1,2,29.2
2025-09-16,화,두산,키움,0.5354105263157894,키움,36.5,-3,23.7,17.5,86.8,0.7,0.0272,0.44,0.0022,1,1,2,64.6
2025-09-17,수,KIA,한화,0.33082926829268294,한화,2.5,-4,22.7,52.7,92.0,0.4,0.0171,0.35,0.0022,1,1,3,13.95
2025-09-17,수,NC,SSG,0.22987518089725037,NC,16.5,4,22.7,52.7,92.0,0.4,0.0171,0.35,0.0022,1,1,3,42.0
2025-09-17,수,두산,키움,0.4226105263157895,키움,36.0,-2,22.7,52.7,92.0,0.4,0.0171,0.35,0.0022,1,1,3,85.5
2025-09-18,목,KIA,한화,0.528829268292683,한화,3.0,-1,22.1,0.0,74.4,6.1,0.0128,0.27,0.002,1,1,2,20.45
2025-09-18,목,KT,LG,0.37518716577540107,LG,0.0,-4,22.1,0.0,74.4,6.1,0.0128,0.27,0.002,1,1,2,63.75
2025-09-18,목,KT,LG,0.37518716577540107,LG,0.0,-13,22.1,0.0,74.4,6.1,0.0128,0.27,0.002,1,1,2,63.75
2025-09-18,목,KT,LG,0.7954545454545454,LG,0.0,-4,22.1,0.0,74.4,6.1,0.0128,0.27,0.002,1,1,2,63.75
2025-09-18,목,KT,LG,0.7954545454545454,LG,0.0,-13,22.1,0.0,74.4,6.1,0.0128,0.27,0.002,1,1,2,63.75
2025-09-18,목,NC,삼성,0.544455499276411,삼성,15.0,-4,22.1,0.0,74.4,6.1,0.0128,0.27,0.002,1,1,2,58.25
2025-09-18,목,두산,키움,0.5683368421052631,두산,24.0,1,22.1,0.0,74.4,6.1,0.0128,0.27,0.002,1,1,2,114.5
2025-09-19,금,NC,롯데,0.8132688133140377,롯데,16.5,-16,19.4,13.8,82.0,0.0,0.0168,0.3,0.002,1,1,3,61.25
2025-09-20,토,KT,한화,1.0,KT,15.5,2,20.0,35.3,85.4,1.2,0.0093,0.23,0.002,2,1,3,102.0
2025-09-20,토,KIA,NC,0.8653170731707317,KIA,19.5,1,20.0,35.3,85.4,1.2,0.0093,0.23,0.002,2,1,3,26.59
2025-09-20,토,SSG,두산,1.0,SSG,12.5,13,20.0,35.3,85.4,1.2,0.0093,0.23,0.002,2,1,3,62.5
2025-09-20,토,LG,삼성,1.0,삼성,14.0,-10,20.0,35.3,85.4,1.2,0.0093,0.23,0.002,2,1,3,112.0
2025-09-20,토,롯데,키움,0.925265306122449,키움,36.5,-10,20.0,35.3,85.4,1.2,0.0093,0.23,0.002,2,1,3,74.75
2025-09-21,일,KIA,NC,0.6734146341463415,NC,18.0,-1,21.6,0.0,67.0,10.2,0.0089,0.22,0.002,2,1,1,15.18
2025-09-21,일,SSG,두산,1.0,SSG,12.0,4,21.6,0.0,67.0,10.2,0.0089,0.22,0.002,2,1,1,37.0
2025-09-21,일,KT,삼성,1.0,KT,15.0,3,21.6,0.0,67.0,10.2,0.0089,0.22,0.002,2,1,1,57.75
2025-09-22,월,SSG,두산,0.5681304347826087,두산,24.0,-7,21.3,0.0,59.8,4.3,0.015,0.27,0.002,1,1,3,21.6
2025-09-23,화,SSG,KIA,0.8684347826086957,SSG,12.0,5,22.7,0.0,56.5,5.2,0.0176,0.29,0.0021,1,1,3,27.8
2025-09-23,화,롯데,NC,0.3955102040816327,NC,17.5,-2,22.7,0.0,56.5,5.2,0.0176,0.29,0.0021,1,1,3,31.2
2025-09-23,화,삼성,두산,0.9979166666666667,삼성,14.0,2,22.7,0.0,56.5,5.2,0.0176,0.29,0.0021,1,1,3,32.02
2025-09-23,화,KT,키움,0.6755080213903744,KT,14.5,7,22.7,0.0,56.5,5.2,0.0176,0.29,0.0021,1,1,3,30.4
2025-09-24,수,키움,KIA,0.9555661729574773,KIA,19.5,-2,22.0,35.2,81.8,0.1,0.0224,0.34,0.0021,1,1,3,49.53
2025-09-24,수,NC,LG,0.486794500723589,NC,16.5,5,22.0,35.2,81.8,0.1,0.0224,0.34,0.0021,1,1,3,42.0
2025-09-24,수,삼성,롯데,0.9975,삼성,13.0,5,22.0,35.2,81.8,0.1,0.0224,0.34,0.0021,1,1,3,41.78
2025-09-25,목,두산,한화,1.0,두산,24.0,7,22.5,0.3,80.0,5.5,0.0162,0.33,0.0023,2,1,2,114.5
2025-09-25,목,SSG,KT,0.6643043478260869,KT,14.0,-9,22.5,0.3,80.0,5.5,0.0162,0.33,0.0023,2,1,2,50.75
2025-09-25,목,롯데,LG,0.38020408163265307,LG,0.0,-10,22.5,0.3,80.0,5.5,0.0162,0.33,0.0023,2,1,2,65.5
2025-09-25,목,삼성,키움,0.9620416666666667,삼성,13.0,9,22.5,0.3,80.0,5.5,0.0162,0.33,0.0023,2,1,2,60.79
2025-09-26,금,SSG,KT,0.8298695652173913,SSG,11.386363636363637,3,21.7,0.0,78.1,8.1,0.0201,0.45,0.0022,2,1,1,57.75
2025-09-26,금,한화,LG,0.849702604088569,한화,2.6818181818181817,3,21.7,0.0,78.1,8.1,0.0201,0.45,0.0022,2,1,1,66.2
2025-09-26,금,두산,NC,0.7754947368421052,NC,16.045454545454547,-3,21.7,0.0,78.1,8.1,0.0201,0.45,0.0022,2,1,1,123.5
2025-09-26,금,롯데,삼성,0.925265306122449,롯데,16.75,1,21.7,0.0,78.1,8.1,0.0201,0.45,0.0022,2,1,1,70.5
2025-09-27,토,한화,LG,0.849702604088569,LG,0.0,-7,22.5,0.0,71.1,8.3,0.0225,0.43,0.0023,2,1,1,68.45
2025-09-27,토,KIA,NC,0.7290243902439024,NC,16.0,-1,22.5,0.0,71.1,8.3,0.0225,0.43,0.0023,2,1,1,26.59
2025-09-27,토,두산,SSG,1.0,SSG,11.5,-4,22.5,0.0,71.1,8.3,0.0225,0.43,0.0023,2,1,1,112.0
2025-09-28,일,두산,롯데,1.0,두산,24.5,5,20.0,44.5,85.6,0.9,0.0119,0.35,0.0022,2,1,3,68.0
2025-09-28,일,키움,삼성,0.9555661729574773,삼성,13.0,-2,20.0,44.5,85.6,0.9,0.0119,0.35,0.0022,2,1,3,53.78
2025-09-29,월,한화,LG,0.849702604088569,한화,2.5,4,19.6,0.0,77.8,4.9,0.0159,0.39,0.0023,2,1,1,24.38
2025-09-29,월,SSG,롯데,0.9645217391304348,SSG,10.5,2,19.6,0.0,77.8,4.9,0.0159,0.39,0.0023,2,1,1,21.6
2025-09-29,월,KIA,NC,0.17726829268292682,NC,15.0,-9,19.6,0.0,77.8,4.9,0.0159,0.39,0.0023,2,1,1,8.71
2025-09-30,화,삼성,KIA,0.9972083333333334,삼성,11.5,5,19.8,0.0,81.3,1.2,0.0264,0.48,0.0026,2,1,2,32.02
2025-09-30,화,NC,KT,0.6437680897250362,NC,14.0,5,19.8,0.0,81.3,1.2,0.0264,0.48,0.0026,2,1,2,29.2
2025-09-30,화,한화,롯데,0.849702604088569,한화,1.5,1,19.8,0.0,81.3,1.2,0.0264,0.48,0.0026,2,1,2,34.38
2025-09-30,화,LG,두산,1.0,두산,23.0,-6,19.8,0.0,81.3,1.2,0.0264,0.48,0.0026,2,1,2,64.6
2025-09-30,화,키움,SSG,0.9555661729574773,SSG,9.5,-1,19.8,0.0,81.3,1.2,0.0264,0.48,0.0026,2,1,2,41.82
2025-10-01,수,SSG,한화,1.0,SSG,8.5,1,20.5,0.0,78.1,4.7,0.0232,0.48,0.0027,2,1,1,25.15
2025-10-01,수,KIA,KT,0.33058536585365855,KT,13.0,-6,20.5,0.0,78.1,4.7,0.0232,0.48,0.0027,2,1,1,9.45
2025-10-01,수,LG,NC,1.0,NC,13.0,-4,20.5,0.0,78.1,4.7,0.0232,0.48,0.0027,2,1,1,57.14
2025-10-02,목,KIA,SSG,0.39234146341463416,KIA,20.0,5,21.4,0.0,74.5,5.7,0.0256,0.45,0.0024,2,1,3,13.85
2025-10-03,금,KT,한화,1.0,KT,13.0,0,21.2,0.8,75.5,0.0,0.0178,0.36,0.0025,1,1,3,59.65
2025-10-04,토,NC,SSG,0.8132688133140377,NC,12.5,6,22.5,0.0,74.6,0.6,0.0113,0.29,0.0023,2,1,3,45.61
2025-10-04,토,KIA,삼성,0.8542926829268292,KIA,19.5,1,22.5,0.0,74.6,0.6,0.0113,0.29,0.0023,2,1,3,22.51
