날짜,시간,경기,게임센터,하이라이트,TV,라디오,구장,비고
,17:00,키움2vs1SSG,리뷰,하이라이트,SS-T,,문학,-
,,,,,SPO-2T,,,
,17:00,NC1vs9삼성,리뷰,하이라이트,SPO-T,,대구,-
,,,,,KN-T,,,
,17:00,KT1vs2한화,리뷰,하이라이트,MS-T,,대전,-
04.27(일),14:00,롯데4vs13두산,리뷰,하이라이트,SPO-T,,잠실,-
,14:00,키움7vs3SSG,리뷰,하이라이트,SS-T,,문학,-
,,,,,SPO-2T,,,
,14:00,NC4vs8삼성,리뷰,하이라이트,KN-T,,대구,-
,14:00,LG2vs3KIA,리뷰,하이라이트,M-T,,광주,-
,14:00,KT3vs4한화,리뷰,하이라이트,MS-T,,대전,-
04.29(화),18:30,KT3vs2두산,리뷰,하이라이트,SS-T,,잠실,-
,18:30,삼성3vs1SSG,리뷰,하이라이트,KN-T,,문학,-
,18:30,NC3vs13KIA,리뷰,하이라이트,MS-T,,광주,-
,18:30,롯데9vs3키움,리뷰,하이라이트,SPO-T,,고척,-
,18:30,LG2vs3한화,리뷰,하이라이트,SPO-2T,,대전,-
04.30(수),18:30,KT8vs3두산,리뷰,하이라이트,SS-T,,잠실,-
,18:30,삼성6vs6SSG,리뷰,하이라이트,KN-T,,문학,-
,18:30,NC7vs0KIA,리뷰,하이라이트,MS-T,,광주,-
,18:30,롯데10vs9키움,리뷰,하이라이트,SPO-T,,고척,-
,18:30,LG2vs5한화,리뷰,하이라이트,SPO-2T,,대전,-
날짜,시간,경기,게임센터,하이라이트,TV,라디오,구장,비고
05.01(목),18:30,KT3vs3두산,리뷰,하이라이트,SS-T,,잠실,-
,18:30,삼성1vs4SSG,리뷰,하이라이트,KN-T,,문학,-
,18:30,NCvsKIA,,,MS-T,,광주,우천취소
,18:30,롯데5vs0키움,리뷰,하이라이트,SPO-T,,고척,-
,18:30,LGvs한화,,,SPO-2T,,대전,우천취소
05.02(금),18:30,SSG2vs1LG,리뷰,하이라이트,SPO-T,,잠실,-
,18:30,NC3vs4롯데,리뷰,하이라이트,MS-T,,사직,-
,18:30,두산2vs6삼성,리뷰,하이라이트,SPO-2T,,대구,-
,18:30,키움5vs3KT,리뷰,하이라이트,KN-T,,수원,-
,18:30,한화3vs2KIA,리뷰,하이라이트,SS-T,,광주,-
05.03(토),14:00,한화vsKIA,,,K-2T,,광주,우천취소
,17:00,SSG1vs4LG,리뷰,하이라이트,SPO-2T,,잠실,-
,17:00,NC13vs4롯데,리뷰,하이라이트,SS-T,,사직,-
,17:00,두산6vs1삼성,리뷰,하이라이트,MS-T,,대구,-
,17:00,키움0vs9KT,리뷰,하이라이트,SPO-T,,수원,-
,,,,,KN-T,,,
05.04(일),14:00,SSG4vs12LG,리뷰,하이라이트,SPO-2T,,잠실,-
,14:00,NC9vs6롯데,리뷰,하이라이트,SS-T,,사직,-
,14:00,두산11vs6삼성,리뷰,하이라이트,MS-T,,대구,-
,14:00,키움4vs5KT,리뷰,하이라이트,SPO-T,,수원,-
,,,,,KN-T,,,
,14:00,한화3vs1KIA,리뷰,하이라이트,M-T,,광주,-
05.05(월),14:00,LG2vs5두산,리뷰,하이라이트,S-T,,잠실,-
,14:00,SSG7vs1롯데,리뷰,하이라이트,SPO-2T,,사직,-
,14:00,NC6vs2KT,리뷰,하이라이트,MS-T,,수원,-
,,,,,SPO-T,,,
,14:00,KIA13vs1키움,리뷰,하이라이트,SS-T,,고척,-
,14:00,삼성1vs3한화,리뷰,하이라이트,KN-T,,대전,-
05.06(화),14:00,LG5vs1두산,리뷰,하이라이트,K-2T,,잠실,-
,14:00,SSG0vs6롯데,리뷰,하이라이트,SS-T,,사직,-
,,,,,SPO-2T,,,
,14:00,NC6vs3KT,리뷰,하이라이트,MS-T,,수원,-
,,,,,SPO-T,,,
,14:00,KIA5vs3키움,리뷰,하이라이트,KN-T,,고척,-
,14:00,삼성1vs3한화,리뷰,하이라이트,M-T,,대전,-
05.07(수),18:30,LG2vs5두산,리뷰,하이라이트,SPO-2T,,잠실,-
,18:30,SSG2vs6롯데,리뷰,하이라이트,MS-T,,사직,-
